spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H38,0,30,2,0.634,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H43,0,30,2,0.787,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H44,0,30,2,0.963,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H47,0,29,2,0.502,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H51,0,30,2,0.667,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H54,0,30,2,0.818,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H65,0,30,2,0.605,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H70,0,30,2,0.954,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H71,0,30,2,0.901,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H75,0,29,2,0.94,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H80,0,30,2,0.743,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H82,0,30,2,0.802,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H84,0,30,2,0.804,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H106,0,30,2,0.949,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,8,30,33,,123,2,,2007-2010,1,H111,0,30,2,0.924,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H5,0,27,2,0.931,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H16,0,27,2,0.556,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H22,0,27,2,0.957,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H26,0,27,2,0.865,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H31,0,27,2,0.522,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H33,0,27,2,0.905,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H37,0,27,2,0.821,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H38,0,27,2,0.675,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H43,0,27,2,0.839,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H44,0,27,2,0.966,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H47,0,27,2,0.405,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H51,0,27,2,0.605,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H54,0,27,2,0.898,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H65,0,27,2,0.618,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H70,0,27,2,0.955,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H71,0,27,2,0.805,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H75,0,27,2,0.956,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H80,0,27,2,0.792,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H82,0,27,2,0.774,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H106,0,27,2,0.951,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,7,27,50,,121,47,,2007-2010,1,H111,0,26,2,0.91,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H5,0,40,2,0.932,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H16,0,40,2,0.628,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H22,0,40,2,0.97,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H26,0,40,2,0.867,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H31,0,40,2,0.454,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H33,0,40,2,0.913,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H37,0,40,2,0.834,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H38,0,40,2,0.691,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H43,0,40,2,0.819,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H44,0,40,2,0.968,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H47,0,40,2,0.517,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H51,0,40,2,0.574,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H54,0,40,2,0.858,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H65,0,40,2,0.581,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H70,0,40,2,0.956,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H71,0,40,2,0.885,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H75,0,40,2,0.918,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H80,0,40,2,0.77,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H82,0,40,2,0.738,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H84,0,40,2,0.824,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H106,0,40,2,0.959,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,10,29,23,,122,34,,2007-2010,1,H111,0,40,2,0.936,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H5,0,33,2,0.919,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H16,0,33,2,0.555,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H22,0,33,2,0.952,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H26,0,33,2,0.878,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H31,0,33,2,0.53,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H33,0,33,2,0.916,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H37,0,33,2,0.843,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H38,0,33,2,0.636,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H43,0,31,2,0.822,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H44,0,33,2,0.969,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H47,0,33,2,0.567,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H51,0,33,2,0.641,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H54,0,33,2,0.815,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H65,0,33,2,0.714,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H70,0,33,2,0.946,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H71,0,33,2,0.869,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H75,0,33,2,0.954,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H80,0,33,2,0.788,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H82,0,33,2,0.769,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H84,0,33,2,0.793,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H106,0,33,2,0.947,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,11,29,2,,123,7,,2007-2010,1,H111,0,33,2,0.898,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H5,0,24,2,0.934,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H16,0,23,2,0.39,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H22,0,24,2,0.963,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H26,0,24,2,0.856,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H31,0,24,2,0.645,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H33,0,24,2,0.92,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H37,0,24,2,0.878,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H38,0,24,2,0.731,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H43,0,24,2,0.799,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H44,0,23,2,0.968,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H47,0,24,2,0.444,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H51,0,24,2,0.547,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H54,0,24,2,0.863,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H65,0,24,2,0.628,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H70,0,24,2,0.935,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H71,0,24,2,0.852,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H75,0,24,2,0.953,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H80,0,24,2,0.777,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H82,0,24,2,0.866,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H84,0,24,2,0.789,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H106,0,24,2,0.949,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,12,28,34,,122,15,,2007-2010,1,H111,0,24,2,0.907,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H5,0,30,2,0.93,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H16,0,30,2,0.576,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H26,0,30,2,0.873,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H31,0,30,2,0.466,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H33,0,30,2,0.91,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H37,0,30,2,0.826,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H38,0,30,2,0.684,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H43,0,29,2,0.816,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H44,0,30,2,0.96,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H47,0,30,2,0.432,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H51,0,30,2,0.586,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H54,0,30,2,0.936,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H65,0,30,2,0.652,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H70,0,30,2,0.953,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H71,0,30,2,0.881,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H75,0,30,2,0.951,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H80,0,30,2,0.736,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H82,0,30,2,0.796,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H84,0,30,2,0.807,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H106,0,30,2,0.948,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,14,28,22,,122,35,,2007-2010,1,H111,0,30,2,0.915,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H5,0,40,2,0.932,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H16,0,40,2,0.626,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H26,0,39,2,0.854,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H31,0,40,2,0.52,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H33,0,40,2,0.91,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H37,0,40,2,0.853,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H38,0,40,2,0.428,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H43,0,40,2,0.847,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H44,0,40,2,0.96,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H47,0,40,2,0.52,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H51,0,40,2,0.584,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H54,0,40,2,0.838,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H65,0,40,2,0.605,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H70,0,40,2,0.949,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H71,0,40,2,0.87,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H75,0,40,2,0.944,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H80,0,40,2,0.78,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H82,0,40,2,0.781,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H106,0,40,2,0.941,,Unable to find repeat pattern
Larimichthys polyactis,Yellow croaker,Wang et al. (2013) PLOS ONE 8(12): e83493,0,China,22,27,43,,121,20,,2007-2010,1,H111,0,40,2,0.897,,Unable to find repeat pattern
Totoaba macdonaldi,Totoaba,Fausto Valenzuela-Quiñonez et al. (2016) Journal Of Heredity 107(6): 496–503,0,USA,Core Zone,31.414109,,,-114.753207,,,,16,,0.25,105,2,0.68,,"The He data comes from the avg of all loci together at the specific location. Avgs of crossSpp and repeats of loci in paper have been recorded. Used Google Maps, site name, and map provided by the paper to find coordinates "
