,spp,CommonName,Source,Country,Site,lat,lon,stockid,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,file
1172,Microstomus pacificus,Dover sole,Stepien 1999,USA,"Seward, Bering Sea, Alaska",58.573926,-149.248033,DSOLEGA,,control region,17,471,1,NA,0.015,NA,mtdna101
1173,Miichthys miiuy,Mi-iuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Ruian ,27.1,120.0666667,NA,,control region,14,369,1,NA,0.00906,NA,mtdna101
1174,Miichthys miiuy,Mi-iuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Wenling,28.05,121.0680556,NA,,control region,12,369,1,NA,0.00819,NA,mtdna101
1175,Miichthys miiuy,Mi-iuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Wenzhou,28,121,NA,,control region,13,369,0.98718,NA,0.01004,NA,mtdna101
1176,Miichthys miiuy,Mi-iuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Xiangshan,29.05,122.0180556,NA,,control region,11,369,1,NA,0.01413,NA,mtdna101
1177,Miichthys miiuy,Mi-iuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Yueqing,28.01666667,121.0333333,NA,,control region,12,369,1,NA,0.00952,NA,mtdna101
1178,Miichthys miiuy,Mi-iuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Zhoushan,30,122.05,NA,,control region,14,369,0.87912,NA,0.00882,NA,mtdna101
1179,Miichthys miiuy,Mi-iuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Chongming,31.508755,122.056126,NA,,cytochrome c oxidase subunit I,30,599,0.602,0.01899,0.00218,0.00093,mtdna102
1180,Miichthys miiuy,Mi-iuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Ningde,26.636358,119.58223,NA,,cytochrome c oxidase subunit I,19,599,0.673,0.0273,0.00195,0.00076,mtdna102
1181,Miichthys miiuy,Mi-iuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Qingdao,36.040304,120.318091,NA,,cytochrome c oxidase subunit I,30,599,0.867,0.01077,0.00425,0.0017,mtdna102
1182,Miichthys miiuy,Mi-iuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Zhoushan,29.967071,122.199894,NA,,cytochrome c oxidase subunit I,30,599,0.749,0.01534,0.00238,0.00122,mtdna102
1183,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Cook Islands,Rarotonga,-21.23,-159.78,NA,,cytb,10,715,0.96,NA,0.004,NA,mtdna102
1184,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Djibouti,Djibouti,11.75,43.21,NA,,cytb,6,715,0.87,NA,0.005,NA,mtdna102
1185,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,French Polynesia,Mo'orea,-17.53,-149.83,NA,,cytb,4,715,1,NA,0.007,NA,mtdna102
1186,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Israel,Gulf of Aqaba/Eilat,29.508262,34.972604,NA,,cytb,10,715,0.87,NA,0.004,NA,mtdna102
1187,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Japan,Yoron,27.05,128.43,NA,,cytb,16,715,0.68,NA,0.002,NA,mtdna102
1188,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Madagascar,Madagascar,-25.32,46.17,NA,,cytb,17,715,0.88,NA,0.006,NA,mtdna102
1189,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Saudi Arabia,Farasan Banks,16.75,41.49,NA,,cytb,5,715,1,NA,0.004,NA,mtdna102
1190,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Saudi Arabia,Jeddah,21.49,39.11,NA,,cytb,23,715,0.83,NA,0.005,NA,mtdna102
1191,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Saudi Arabia,Thuwal,22.33,38.85,NA,,cytb,5,715,0.9,NA,0.005,NA,mtdna102
1192,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Seychelles,MahÈ,-4.68,55.48,NA,,cytb,4,715,0.67,NA,0.001,NA,mtdna102
1193,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,Sudan,Sudan,21.02,37.13,NA,,cytb,10,715,0.76,NA,0.005,NA,mtdna102
1194,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,USA,Big Island,19.71,-155.45,NA,,cytb,44,715,0.52,NA,0.002,NA,mtdna102
1195,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,USA,Johnston Atoll,16.73,-169.53,NA,,cytb,21,715,0.68,NA,0.003,NA,mtdna102
1196,Mulloidichthys flavolineatus,Yellowstripe goatfish,Fernandez-Silva 2015 J. Biogeogr. 42:2402-2413,USA,Palmyra,5.87,-162.08,NA,,cytb,34,715,0.83,NA,0.002,NA,mtdna102
1198,Mustelus asterias,Starry smooth-hound,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,cytochrome c oxidase subunit I,8,610,0.571,0.095,9.00E-04,9.00E-04,mtdna103
1199,Mustelus mustelus,Smooth-hound,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,cytochrome c oxidase subunit I,11,610,0.346,0.172,9.00E-04,9.00E-04,mtdna103
1200,Mustelus mustelus,Smooth-hound,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,ND2,11,990,0.182,0.144,2.00E-04,3.00E-04,mtdna103
1203,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Canton Island,-2.8,-171.550505,NA,,cytb,7,644,0.952,NA,0.003,NA,mtdna101
1204,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Kiribati,1.82,-157.096621,NA,,cytb,12,644,0.53,NA,0.003,NA,mtdna101
1205,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Lizard Island,-14.65,145.410793,NA,,cytb,9,644,0.722,NA,0.003,NA,mtdna101
1206,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Marquesas,-9.45,-139.05401,NA,,cytb,18,644,0.634,NA,0.001,NA,mtdna101
1207,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Moorea,-17.5,-149.978141,NA,,cytb,18,644,0.686,NA,0.003,NA,mtdna101
1208,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,East Pacific,Clipperton,10.3,-109.249751,NA,,cytb,15,644,0.533,NA,0.004,NA,mtdna101
1209,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,East Pacific,Panama,7.69,-82.636009,NA,,cytb,19,644,0.626,NA,0.004,NA,mtdna101
1210,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,French Frigate Shoals,23.75,-166.178168,NA,,cytb,31,644,0.624,NA,0.002,NA,mtdna101
1211,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Hawaii,19.93,-156.296867,NA,,cytb,31,644,0.416,NA,0.001,NA,mtdna101
1212,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Kure,28.39,-178.336444,NA,,cytb,16,644,0.7,NA,0.003,NA,mtdna101
1213,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Lanai,20.82,-157.142693,NA,,cytb,13,644,0.423,NA,0.001,NA,mtdna101
1214,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Midway,28.22,-177.507787,NA,,cytb,22,644,0.597,NA,0.003,NA,mtdna101
1215,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Molokai,21.13,-157.47715,NA,,cytb,18,644,0.484,NA,0.002,NA,mtdna101
1216,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Niihau,21.87,-160.341981,NA,,cytb,8,644,0.643,NA,0.001,NA,mtdna101
1217,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Pearl & Hermes,27.84,-175.80274,NA,,cytb,5,644,0.6,NA,0.004,NA,mtdna101
1218,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Indian Ocean,Cocos-Keeling,-12.1,96.769297,NA,,cytb,5,644,0.7,NA,0.002,NA,mtdna101
1219,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Indian Ocean,Seychelles,-4.68,55.291537,NA,,cytb,15,644,0.829,NA,0.004,NA,mtdna101
1220,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,West Pacific,Akajima,38.39,141.518794,NA,,cytb,6,644,0.8,NA,0.004,NA,mtdna101
1221,Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,West Pacific,Okinawa,26.34,128.225279,NA,,cytb,7,644,0.286,NA,0.002,NA,mtdna101
1222,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Europa ,-22.167813,40.365264,NA,,cytb,45,771,0.817,NA,0.0031,NA,mtdna101
1223,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Geyser ,-13.119451,45.656996,NA,,cytb,31,771,0.869,NA,0.0042,NA,mtdna101
1224,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Glorieuses ,-12.212411,46.54919,NA,,cytb,46,771,0.892,NA,0.0032,NA,mtdna101
1225,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Juan de Nova ,-16.936367,42.833112,NA,,cytb,37,771,0.907,NA,0.0036,NA,mtdna101
1226,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Kenya,-3.306071,40.516287,NA,,cytb,11,771,0.933,NA,0.0045,NA,mtdna101
1227,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Madagascar,-17.113171,50.133192,NA,,cytb,21,771,0.709,NA,0.0027,NA,mtdna101
1228,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Mayotte ,-12.444792,44.926579,NA,,cytb,46,771,0.886,NA,0.0036,NA,mtdna101
1229,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Moheli ,-12.416251,43.765684,NA,,cytb,18,771,0.817,NA,0.003,NA,mtdna101
1230,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Moroni ,-12.078651,43.171645,NA,,cytb,44,771,0.861,NA,0.0039,NA,mtdna101
1231,Myripristis berndti,Blotcheye soldierfish,Muths et al. 2011 Marine Ecology Progress Series 443: 167-180,Southwestwern Indian Ocean,Reunion ,-20.699116,54.897288,NA,,cytb,44,771,0.864,NA,0.0028,NA,mtdna101
1232,Myripristis jacobus,Blackbar soldierfish,Bowen et al. 2006 Marine Biology 149:899-913,Brazil,Brazil,-9.406,-33.756674,NA,1990-1997,cytb,10,744,0.378,NA,0.001,NA,mtdna101
1233,Myripristis jacobus,Blackbar soldierfish,Bowen et al. 2006 Marine Biology 149:899-913,Britain,Ascension,-7.929,-14.197362,NA,1990-1997,cytb,13,744,0.615,NA,0.002,NA,mtdna101
1234,Myripristis jacobus,Blackbar soldierfish,Bowen et al. 2006 Marine Biology 149:899-913,Grenada,Grenada,12.297,-61.775228,NA,1990-1997,cytb,16,744,0.892,NA,0.004,NA,mtdna101
1235,Myripristis jacobus,Blackbar soldierfish,Bowen et al. 2006 Marine Biology 149:899-913,Sao Tome and Principe,Sao Tome,0.324,6.860847,NA,1990-1997,cytb,20,744,0.758,NA,0.003,NA,mtdna101
1236,Myripristis jacobus,Blackbar soldierfish,Bowen et al. 2006 Marine Biology 149:899-913,USA,Florida,25.086,-81.841437,NA,1990-1997,cytb,10,744,0.978,NA,0.004,NA,mtdna101
1237,Naso unicornis,Bluespine unicornfish,Horne et al. 2013 Journal of Heredity 104:532-546,USA,Asan,13.476482,144.7136,NA,2008,control region,56,250,1,NA,0.0857,NA,mtdna102
1238,Naso unicornis,Bluespine unicornfish,Horne et al. 2013 Journal of Heredity 104:532-546,USA,Cocos,13.239967,144.652838,NA,2008,control region,20,250,1,NA,0.0841,NA,mtdna102
1239,Naso unicornis,Bluespine unicornfish,Horne et al. 2013 Journal of Heredity 104:532-546,USA,Ipan,13.360093,144.771698,NA,2008,control region,35,250,1,NA,0.0924,NA,mtdna102
1240,Naso unicornis,Bluespine unicornfish,Horne et al. 2013 Journal of Heredity 104:532-546,USA,Pago,13.423933,144.789269,NA,2008,control region,24,250,1,NA,0.0813,NA,mtdna102
1241,Naso unicornis,Bluespine unicornfish,Horne et al. 2013 Journal of Heredity 104:532-546,USA,Saipan,15.209056,145.742519,NA,2008,control region,28,250,1,NA,0.0817,NA,mtdna102
1242,Naso unicornis,Bluespine unicornfish,Horne et al. 2013 Journal of Heredity 104:532-546,USA,Tanguison,13.54346,144.807945,NA,2008,control region,39,250,0.99,NA,0.0821,NA,mtdna102
1243,Nuchequula mannusella,,Gao et al. 2019 Pakistan J. Zool. 51:1527-1535,China,Fangchenggang,21.660433,108.339258,NA,2014,cytb,29,1141,0.43,NA,6.00E-04,NA,mtdna102
1244,Nuchequula mannusella,,Gao et al. 2019 Pakistan J. Zool. 51:1527-1535,China,Leizhou Bay of Zhanjiang,20.944844,110.359368,NA,2014,cytb,12,1141,0.58,NA,0.00071,NA,mtdna102
1245,Nuchequula mannusella,,Gao et al. 2019 Pakistan J. Zool. 51:1527-1535,China,Lianzhou Bay of Beihai,21.528536,109.021783,NA,2015,cytb,30,1141,0.59,NA,0.00073,NA,mtdna102
1246,Nuchequula mannusella,,Gao et al. 2019 Pakistan J. Zool. 51:1527-1535,China,Shantou,23.319399,116.786672,NA,2014,cytb,30,1141,0.42,NA,0.00041,NA,mtdna102
1247,Nuchequula mannusella,,Gao et al. 2019 Pakistan J. Zool. 51:1527-1535,China,Xiamen,24.439131,118.162752,NA,2015,cytb,32,1141,0.39,NA,0.00038,NA,mtdna102
1248,Nuchequula mannusella,,Gao et al. 2019 Pakistan J. Zool. 51:1527-1535,China,Zhuhai,22.284529,113.611623,NA,2015,cytb,30,1141,0.51,NA,0.00052,NA,mtdna102
1249,Odonus niger,Red-toothed triggerfish,Matias et al. 2013 Mitochondrial DNA 24:584-595,Philippines,Mabini,13.700853,120.876967,NA,,control region,21,891,1,0.0033,0.0461,0.0012,mtdna102
1250,Odonus niger,Red-toothed triggerfish,Matias et al. 2013 Mitochondrial DNA 24:584-595,Philippines,Tingloy,13.658826,120.882568,NA,,control region,14,891,1,0.0072,0.0467,0.0017,mtdna102
1251,Okamejei kenojei,Ocellate spot skate,Misawa et al. 2018 Fishery Bulletin 117:24-36,Japan,East China Sea,32.90658,130.716779,NA,,control region,31,597,0.6989,0.008944344,0.0016,0.000233487,mtdna102
1252,Okamejei kenojei,Ocellate spot skate,Misawa et al. 2018 Fishery Bulletin 117:24-36,Japan,Osaka Bay,34.50296,135.186743,NA,,control region,24,597,0.0833,0.015288898,1.00E-04,0.000612372,mtdna102
1253,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Bodega Bay, California",38.334,-123.096967,LINGCODSPCOAST,2000,cytochrome c oxidase subunit I,47,548,NA,NA,0.003,NA,mtdna101
1254,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Eureka, California",40.820319,-124.225185,LINGCODSPCOAST,2000,cytochrome c oxidase subunit I,40,548,NA,NA,0.003,NA,mtdna101
1255,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Kodiak Island, Alaska",57.017,-152.806854,NA,1999,cytochrome c oxidase subunit I,6,548,NA,NA,0.004,NA,mtdna101
1256,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Monterey Bay, California",36.614,-122.153004,LINGCODSPCOAST,2000,cytochrome c oxidase subunit I,12,548,NA,NA,0.004,NA,mtdna101
1257,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Point Defiance, Washington",47.413,-122.377085,LINGCODNPCOAST,1999,cytochrome c oxidase subunit I,15,548,NA,NA,0.004,NA,mtdna101
1258,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"San Francisco, California",37.818,-122.544719,LINGCODSPCOAST,2000,cytochrome c oxidase subunit I,30,548,NA,NA,0.003,NA,mtdna101
1259,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"San Juan Islands, Washington",48.517,-122.953711,LINGCODNPCOAST,1999,cytochrome c oxidase subunit I,20,548,NA,NA,0.002,NA,mtdna101
1260,Ophiodon elongatus,Lingcod,Markos Rogers-Bennet Dennis 2007,USA,"Straits of Juan de Fuca, Washington",48.316,-123.28435,LINGCODNPCOAST,1999,cytochrome c oxidase subunit I,16,548,NA,NA,0.001,NA,mtdna101
1261,Opistognathus aurifrons,Yellowhead jawfish,Ho et al. 2012 Marine Ecology Progress Series 444:275-287,Bahamas,Bimini ,25.59,-79.315,NA,2009,"control region, cytochrome c oxidase subunit I",9,1029,1,NA,0.0136,NA,mtdna101
1262,Opistognathus aurifrons,Yellowhead jawfish,Ho et al. 2012 Marine Ecology Progress Series 444:275-287,Netherlands Antilles,Aruba ,12.852,-70.057,NA,2009,"control region, cytochrome c oxidase subunit I",15,1029,1,NA,0.02584,NA,mtdna101
1263,Opistognathus aurifrons,Yellowhead jawfish,Ho et al. 2012 Marine Ecology Progress Series 444:275-287,United States,South Florida ,25.349,-80.259,NA,2009,"control region, cytochrome c oxidase subunit I",15,1029,1,NA,0.01007,NA,mtdna101
1264,Opistognathus aurifrons,Yellowhead jawfish,Ho et al. 2012 Marine Ecology Progress Series 444:275-287,US Virgin Islands ,St. Thomas ,18.318,-64.99,NA,2009,"control region, cytochrome c oxidase subunit I",14,1029,1,NA,0.01625,NA,mtdna101
1265,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Jiaonan,35.83333333,120.75,NA,2009,cytb,11,501,0.927,NA,0.003,NA,mtdna102
1266,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Jiaonan,35.83333333,120.75,NA,2009,D-loop,12,519,1,NA,0.019,NA,mtdna102
1267,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Jiaonan,35.83333333,120.75,NA,2009,cytochrome c oxidase subunit I,12,642,0.742,NA,0.003,NA,mtdna102
1268,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Zhoushan,31,122.5,NA,2011,cytb,30,501,0.851,NA,0.006,NA,mtdna102
1269,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Zhoushan,31,122.5,NA,2011,D-loop,24,519,0.993,NA,0.021,NA,mtdna102
1270,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Zhoushan,31,122.5,NA,2011,cytochrome c oxidase subunit I,30,642,0.814,NA,0.009,NA,mtdna102
1271,Oplegnathus fasciatus,Barred knifejaw,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,Taiwan,Taiwan,25.31666667,119.75,NA,2012,D-loop,4,519,1,NA,0.024,NA,mtdna102
1272,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Acitrezza,38.03333333,17.5,NA,2010,control region,12,995,1,NA,0.021,NA,mtdna102
1273,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Alghero,40.53333333,8.183333333,NA,2010,control region,9,995,1,NA,0.018,NA,mtdna102
1274,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Ancona,44.2,13.25,NA,2010,control region,8,995,1,NA,0.02,NA,mtdna102
1275,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Bari,41.41666667,16.16666667,NA,2010,control region,8,995,1,NA,0.016,NA,mtdna102
1276,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Cagliari,39,9.25,NA,2010,control region,6,995,1,NA,0.022,NA,mtdna102
1277,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Castel Sardo,41.4,8.566666667,NA,2010,control region,7,995,1,NA,0.012,NA,mtdna102
1278,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Elba,42.98333333,10.36666667,NA,2011,control region,7,995,1,NA,0.016,NA,mtdna102
1279,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Fiumicino,41.68333333,12.66666667,NA,2010,control region,9,995,1,NA,0.015,NA,mtdna102
1280,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Gaeta,41.18333333,13.43333333,NA,2010,control region,7,995,1,NA,0.019,NA,mtdna102
1281,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Montalto di Castro,42.13333333,11.2,NA,2011,control region,6,995,1,NA,0.025,NA,mtdna102
1282,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Porto Cervo,40.91666667,10.03333333,NA,2010,control region,8,995,1,NA,0.024,NA,mtdna102
1283,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Vibo Marina,38.75,17.33333333,NA,2010,control region,7,995,1,NA,0.022,NA,mtdna102
1284,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Portugal,Portim„o,36.96666667,7.933333333,NA,2012,control region,13,995,1,NA,0.023,NA,mtdna102
1285,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Tunisia,Bizerte,37.26666667,9.916666667,NA,2009,control region,7,995,1,NA,0.023,NA,mtdna102
1286,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Tunisia,Lampedusa,35.18333333,13.16666667,NA,2012,control region,7,995,1,NA,0.018,NA,mtdna102
1287,Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Tunisia,Zarzis,33.4,11.21666667,NA,2009,control region,7,995,1,NA,0.026,NA,mtdna102
1288,Pagrus major,Red seabream,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,central Kagoshima Bay ,31.3833,130.6609,NA,2003,control region,86,495,0.99,0.005,0.025,0.013,mtdna101
1289,Pagrus major,Red seabream,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,East China Sea ,31.6427,130.2557,NA,2003,control region,86,495,0.996,0.003,0.026,0.013,mtdna101
1290,Pagrus major,Red seabream,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,inner Kagoshima Bay ,31.6629,130.7021,NA,2003,control region,58,495,0.96,0.012,0.023,0.012,mtdna101
1291,Pagrus major,Red seabream,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,Shibushi Bay ,31.3924,131.1111,NA,2003,control region,63,495,0.996,0.004,0.026,0.013,mtdna101
1292,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,"Greece, Eastern North Atlantic/Mediterranean",Mediterranean/Crete,35.201,21.953582,NA,1994,control region,48,526,0.997,0.005,0.014,0.007,mtdna101
1293,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,"Morocco, Eastern North Atlantic/Mediterranean",Madeira,32.88,-9.930182,NA,1997-1998,control region,43,526,0.995,0.007,0.014,0.007,mtdna101
1294,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,"Portugal, Eastern North Atlantic/Mediterranean",Azores,37.85,-26.533325,NA,1997-1998,control region,32,526,1,0.008,0.013,0.007,mtdna101
1295,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,USA,Gulf of Mexico/Louisiana,29.9,-88.535012,NA,1999,control region,46,526,0.987,0.01,0.01,0.006,mtdna101
1296,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,USA,"Gulf of Mexico/Panama City, FL",30.155,-85.857669,NA,2003,control region,20,526,0.984,0.024,0.008,0.005,mtdna101
1297,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,"USA, Western North Atlantic",Georgia,31.5,-80.844436,RPORGYSATLC,2000-2002,control region,20,526,1,0.016,0.008,0.005,mtdna101
1298,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,"USA, Western North Atlantic",North Carolina,34.5,-76.254793,RPORGYSATLC,1999-2002,control region,49,526,0.991,0.007,0.011,0.006,mtdna101
1299,Pagrus pagrus,Red porgy,Ball et al. 2007 Mar Biol 150:1321-1332,"USA, Western North Atlantic",South Carolina,33,-78.7278,RPORGYSATLC,1996-2002,control region,60,526,0.996,0.004,0.01,0.005,mtdna101
1300,Pampus argenteus,Silver pomfret,Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632,China,Bohai Sea,37.56,119.4,NA,,control region,13,357,0.79,0.024961509,0.004,0.00027735,mtdna101
1301,Pampus argenteus,Silver pomfret,Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632,China,East China Sea,29.8,123.11,NA,,control region,22,357,0.89,0.008528029,0.007,0.000213201,mtdna101
1302,Pampus argenteus,Silver pomfret,Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632,China,South China Sea,21.89,115.96,NA,,control region,10,357,0.89,0.025298221,0.007,0.000632456,mtdna101
1303,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Dongfang,19.036866,108.548664,NA,,cytb,30,1137,0.543,0.01168,0.00107,0.00014,mtdna102
1304,Pampus chinensis,Chinese silver pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Dongxing,21.53355,108.044971,NA,,cytb,30,1137,0.825,0.00639,0.0021,0.00024,mtdna102
