"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise"
"1059","Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Shizuoka",34.5,138.9,NA,"","cytb",30,1141,0.986,0.002921187,0.0036,0.000365148
"1060","Scombrops boops","Gnomefish","Noguchi et. al 2012 Mitochondrial DNA 23(3):223-229","Japan","Tottori",35.9,133.7,NA,"","cytb",28,1141,0.992,0.002267787,0.0034,0.000377964
"1061","Scombrops gilberti","Gnomefish","Itoi et al. 2011 Fisheries Science 77: 975-981","Japan","Iwate Prefecture",39.595573,142.265935,NA,"2008","cytb",59,1141,0.935,0.017,0.0034,0.0019
"1062","Scombrops gilberti","Gnomefish","Itoi et al. 2011 Fisheries Science 77: 975-981","Japan ","Izu Islands",34.585087,139.232151,NA,"2008.5","cytb",37,1141,0.958,0.019,0.0038,0.0021
"1063","Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","East side of San Juan Island, near Friday Harbor Laboratories",48.534,-123.001653,NA,"","control region",28,NA,NA,NA,0.012,NA
"1064","Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","North of Shaw Island, Broken Point",48.596,-122.956162,NA,"","control region",25,NA,NA,NA,0.01,NA
"1065","Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","Off Boeing Creek, Seattle",47.753,-122.396214,NA,"","control region",23,NA,NA,NA,0.012,NA
"1066","Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","Point George, South of Shaw Island",48.55,-122.971097,NA,"","control region",32,NA,NA,NA,0.008,NA
"1067","Sebastes emphaeus","Puget Sound rockfish","Hempelmann et al. 2004","USA","West side of San Juan Island, off Eagle Cove",48.459,-123.062936,NA,"","control region",19,NA,NA,NA,0.012,NA
"1068","Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Friday Harbor",48.553,-122.999166666667,NA,"2003","transfer RNA Pro and D-loop loci",28,395,NA,NA,0.012,NA
"1069","Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Pt. George",48.559,-121.914166666667,NA,"2003","transfer RNA Pro and D-loop loci",32,395,NA,NA,0.008,NA
"1070","Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Seattle",47.699,-121.949166666667,NA,"2003","transfer RNA Pro and D-loop loci",23,395,NA,NA,0.012,NA
"1071","Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Shaw Island",48.591,-121.848611111111,NA,"2003","transfer RNA Pro and D-loop loci",25,395,NA,NA,0.01,NA
"1072","Sebastes emphaeus","Puget Sound Rockfish","Sotka et al. 2005 Marine Biotechnology 7:223-230","USA","Westside",48.485,-122.998611111111,NA,"2003","transfer RNA Pro and D-loop loci",19,395,NA,NA,0.012,NA
"1073","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","Canada ","N. Vancouver Is., BC",50.875,-129.25,NA,"1999","cytb",95,812,0.64,0.004309109,0.0011,9.23e-05
"1074","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","Canada ","S. Vancouver Is., BC",49.12402,-126.67894,NA,"1999","cytb",85,812,0.517,0.006182518,9e-04,7.59e-05
"1075","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Astoria, OR",46.075,-124.51761,NA,"1999","cytb",108,812,0.533,0.004811252,9e-04,7.7e-05
"1076","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Cannon Beach, OR 1",45.90849,-124.46891,NA,"1999","cytb",32,812,0.669,0.012727922,0.0012,0.000159099
"1077","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Cannon Beach, OR 2",45.69968,-124.50905,NA,"1999","cytb",42,812,0.664,0.006943651,0.0011,0.000123443
"1078","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Craig, AK",54.76883,-133.78431,NA,"1999","cytb",45,812,0.663,0.008944272,0.0013,0.000149071
"1079","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Eureka, CA",40.40833,-124.555,NA,"1999","cytb",5,812,0.7,0.097492564,0.001,0.000447214
"1080","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Florence, OR",43.9759,-124.65957,NA,"1999","cytb",74,812,0.628,0.004882401,0.0011,0.000104623
"1081","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Fort Bragg, CA",39.48122,-123.85387,NA,"1999","cytb",65,812,0.525,0.008682431,8e-04,8.68e-05
"1082","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Neah Bay, WA ",48.50554,-125.79765,NA,"1999","cytb",73,812,0.666,0.005383893,0.0012,0.000105337
"1083","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Port Orford, OR",42.72806,-124.67289,NA,"1999","cytb",98,812,0.52,0.005252793,9e-04,7.07e-05
"1084","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Salisbury Sound, AK",57.35284,-135.90911,NA,"1999","cytb",7,812,0.714,0.06841157,0.0013,0.000415761
"1085","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Francisco, CA 1",38.075,-123.45167,NA,"1999","cytb",96,812,0.388,0.006531973,6e-04,6.12e-05
"1086","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Francisco, CA 2",37.87756,-123.04324,NA,"1999","cytb",67,812,0.429,0.008674031,7e-04,7.33e-05
"1087","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Luis Obispo, CA",35.15105,-120.82881,NA,"1999","cytb",53,812,0.413,0.010714124,5e-04,6.87e-05
"1088","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","San Miguel Is., CA ",34.09976,-120.54119,NA,"1999","cytb",7,812,0.286,0.074081037,3e-04,0.000188982
"1089","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Santa Barbara, CA",34.34948,-119.60536,NA,"1999","cytb",10,812,0.378,0.057237226,5e-04,0.000158114
"1090","Sebastes flavidus","Yellowtail rockfish","Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104","United States","Santa Cruz, CA",36.81341,-122.12877,NA,"1999","cytb",40,812,0.54,0.014546477,8e-04,0.00011068
"1091","Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","California",37.788,-120,NA,"1995","control region",25,597,0.88,NA,0.0099,NA
"1092","Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Fairweather Island, Gulf of Alaska",58.078,-136,NA,"1996","control region",23,597,0.87,NA,0.0117,NA
"1093","Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Oregon",46.256,-119.916666666667,NA,"1995","control region",24,597,0.957,NA,0.0114,NA
"1094","Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Sitka, Gulf of Alaska",57.112,-134.949166666667,NA,"1996","control region",7,597,0.857,NA,0.003,NA
"1095","Sebastes helvomaculatus","Rosethorn rockfish","Rocha-Olivares Vetter 1999","USA","Vancouver Island, British Columbia",49.639,-124.916666666667,NA,"1995","control region",9,597,0.917,NA,0.0097,NA
"1096","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","Canada ","Kyuquot Sound, Canada ",50.0024,-127.3542,NA,"","cytb",11,782,0.855,NA,0.002,NA
"1097","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","Mexico ","Ensenada, Mexico ",31.8321,-116.642,NA,"","cytb",38,782,0.598,NA,0.001,NA
"1098","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","Mexico ","San Quintin, Mexico ",30.5729,-116.0522,NA,"","cytb",50,782,0.751,NA,0.002,NA
"1099","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Bandon, Oregon",43.1175,-124.4349,NA,"","cytb",32,782,0.869,NA,0.002,NA
"1100","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Bodega Bay, California ",38.2304,-123.0144,NA,"","cytb",12,782,0.785,NA,0.001,NA
"1101","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Brookings, Oregon",42.05111,-124.3068,NA,"","cytb",46,782,0.776,NA,0.002,NA
"1102","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Cape Blanco, Oregon",42.8385,-124.5666,NA,"","cytb",50,782,0.853,NA,0.002,NA
"1103","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Depoe Bay, Oregon",44.8107,-124.0679,NA,"","cytb",56,782,0.844,NA,0.002,NA
"1104","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Half Moon Bay, California",37.4632,-122.46,NA,"","cytb",45,782,0.832,NA,0.002,NA
"1105","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Neah Bay, Washington ",48.424,-124.6904,NA,"","cytb",17,782,0.757,NA,0.001,NA
"1106","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Palos Verdes, California ",33.7338,-118.3893,NA,"","cytb",46,782,0.452,NA,0.001,NA
"1107","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Piedras Blancas, California",35.6712,-121.2893,NA,"","cytb",39,782,0.635,NA,0.001,NA
"1108","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","San Diego, California ",32.727,-117.2771,NA,"","cytb",54,782,0.499,NA,0.001,NA
"1109","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","San Miguel Island, California",34.0547,-120.35,NA,"","cytb",30,782,0.489,NA,0.001,NA
"1110","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Santa Barbara, California",34.3963,-119.6937,NA,"","cytb",95,782,0.39,NA,0.001,NA
"1111","Sebastes miniatus","Vermilion rockfish","Hyde & Vetter 2009 Canadian Journal of Fisheries and Aquatic Sciences 66:1569-1581","United States","Shelter Cove, Oregon",40.0305,-124.0828,NA,"","cytb",63,782,0.879,NA,0.002,NA
"1112","Sebastes oculatus","Patagonian redfish","Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573","Argentina","Gfnvo",-42.25,-62.8,NA,"","D-loop partial",7,541,1,0.030237158,0.064,NA
"1113","Sebastes oculatus","Patagonian redfish","Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573","Chile","Antof",-22.3666666666667,-70.6,NA,"","D-loop partial",5,541,0.9,0.071554175,0.019,NA
"1114","Sebastes oculatus","Patagonian redfish","Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573","Chile","Aysen",-44.4333333333333,-73.6,NA,"","D-loop partial",5,541,1,0.053665631,0.012,NA
"1115","Sebastes oculatus","Patagonian redfish","Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573","Chile","Coqbo",-28.0333333333333,-71.5,NA,"","D-loop partial",9,541,1,0.016666667,0.012,NA
"1116","Sebastes oculatus","Patagonian redfish","Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573","Chile","Iqque",-19.7833333333333,-70.2,NA,"","D-loop partial",5,541,1,0.053665631,0.013,NA
"1117","Sebastes oculatus","Patagonian redfish","Nunez et. al 2010 Revista de Biologia Marina y Oceanografia 45(1):565-573","Peru","Huacho",-11,-77.9,NA,"","D-loop partial",6,541,0.93,0.048989795,0.024,NA
"1118","Seriolella brama","Common warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","ETas",-43,148,"WAREHOUESE","","control region",53,389,0.967,NA,0.021,NA
"1119","Seriolella brama","Common warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","EVic",-37,150,"WAREHOUESE","","control region",38,389,0.929,NA,0.018,NA
"1120","Seriolella brama","Common warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","WVic",-39,142,"WAREHOUESE","","control region",47,389,0.953,NA,0.017,NA
"1121","Seriolella punctata","Silver warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","EVic",-37,150,"WAREHOUESE","","control region",20,403,0.995,NA,0.024,NA
"1122","Seriolella punctata","Silver warehou","Robinson et. al 2008 Marine and Freshwater Research 59:502-514","Australia","WVic",-39,142,"WAREHOUESE","","control region",43,403,0.937,NA,0.024,NA
"1123","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","China","Hong Kong",22.39,114.41,NA,"","cytb",27,350,0.812,NA,0.007,NA
"1124","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Bantayan Island",11.22,123.7,NA,"","cytb",30,350,0.949,NA,0.005,NA
"1125","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Boliao",16.36,119.87,NA,"","cytb",25,350,0.837,NA,0.005,NA
"1126","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Camarines Norte",14.05,123.44,NA,"","cytb",19,350,0.947,NA,0.014,NA
"1127","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Catanduanes",13.59,124.4,NA,"","cytb",25,350,0.937,NA,0.005,NA
"1128","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Coron",11.61,120.04,NA,"","cytb",26,350,0.908,NA,0.004,NA
"1129","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Currimao",17.67,120.3,NA,"","cytb",25,350,0.92,NA,0.014,NA
"1130","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Davao",7.21,125.75,NA,"","cytb",20,350,0.742,NA,0.004,NA
"1131","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Dipolog",8.7,123.5,NA,"","cytb",24,350,0.837,NA,0.004,NA
"1132","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Mati",6.85,126.35,NA,"","cytb",22,350,0.814,NA,0.004,NA
"1133","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Morong",14.79,119.97,NA,"","cytb",24,350,0.949,NA,0.014,NA
"1134","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Padre Burgos",13.85,121.6,NA,"","cytb",25,350,0.943,NA,0.006,NA
"1135","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Panglao Island",9.56,123.8,NA,"","cytb",20,350,0.863,NA,0.005,NA
"1136","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Patnanungan Island",14.71,122.13,NA,"","cytb",25,350,0.91,NA,0.012,NA
"1137","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Puerto Princesa",9.93,118.87,NA,"","cytb",25,350,0.967,NA,0.004,NA
"1138","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Samar",11.06,125.79,NA,"","cytb",23,350,0.921,NA,0.004,NA
"1139","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Siay",7.64,122.57,NA,"","cytb",19,350,0.462,NA,0.002,NA
"1140","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Sta. Ana, Cagayan",18.79,122.3,NA,"","cytb",19,350,0.942,NA,0.008,NA
"1141","Siganus fuscescens","Mottled spinefoot","Ravago-Gotanco and Juinio-Menez 2010 Molecular Ecology 19:4520-4534","Phillippines","Surigao",9.42,126.15,NA,"","cytb",25,350,0.713,NA,0.004,NA
"1142","Siganus guttatus","Goldlined spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","China","Pingtung, Taiwan",22.456759,120.433426,NA,"2007.5","tRNA Thr to control region",51,451,0.766,0.053,0.017,0.009
"1143","Siganus guttatus","Goldlined spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Japan","Ishigaki",24.36386,124.285379,NA,"2005.5","tRNA Thr to control region",53,451,0.913,0.023,0.021,0.011
"1144","Siganus guttatus","Goldlined spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Japan","Miyako",24.728444,125.491978,NA,"2006","tRNA Thr to control region",42,451,0.964,0.012,0.02,0.011
"1145","Siganus guttatus","Goldlined spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Japan","Okinawa",26.439722,128.068735,NA,"2005","tRNA Thr to control region",56,451,0.878,0.032,0.016,0.009
"1146","Siganus guttatus","Goldlined spinefoot","Iwamoto et al. 2012 Fisheries Science 78: 249-257","Philippines","Cebu",10.347451,124.005367,NA,"2007","tRNA Thr to control region",52,451,0.97,0.011,0.017,0.009
"1147","Siganus guttatus","Goldlined spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Ishigaki Island",24.4,124.3,NA,"2006","control region",54,461,0.9161,0.002993821,0.0199,0.001360828
"1148","Siganus guttatus","Goldlined spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Miyako Island",24.8,125.5,NA,"2006","control region",42,461,0.964,0.00185164,0.0192,0.001543034
"1149","Siganus guttatus","Goldlined spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Okinawa Island",26,127.6,NA,"2005","control region",56,461,0.8766,0.00427618,0.0151,0.001069045
"1150","Siganus spinus","Little spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Ishigaki Island",24.4,124.3,NA,"2006","control region",34,461,0.8984,0.004973459,0.0059,0.000685994
"1151","Siganus spinus","Little spinefoot","Iwamoto et. al 2009 Journal of Oceanography 65:103-112","Japan","Okinawa Island",26,127.6,NA,"2006","control region",35,461,0.9244,0.00405674,0.0063,0.000676123
"1152","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Bay of Biscay BISB07",45.6,-0.6,"SOLEVIII","2007","cytb",5,590,0.9,0.161,0.0041,0.00117
"1153","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Bay of Biscay BISC07",46.3333333333333,-0.116666666666667,"SOLEVIII","2007","cytb",26,590,0.754,0.09,0.0041,0.00073
"1154","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Celtic Sea CEL08",50.8166666666667,-4.98333333333333,"SOLECS","2008","cytb",44,590,0.813,0.053,0.0031,0.00046
"1155","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","English Channel ENG08",50.7816666666667,1.48444444444444,"SOLEVIId","2008","cytb",48,590,0.778,0.06,0.0053,0.00064
"1156","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Irish Sea",52.2166666666667,-4.66666666666667,"SOLEIS","2008","cytb",44,590,0.794,0.064,0.0048,0.00063
"1157","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Kagerrak",58.1619444444444,9.50888888888889,"SOLEIIIa","2007","cytb",32,590,0.95,0.019,0.0066,0.00056
"1158","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Kattegat KATB07",56.4252777777778,12.1891666666667,"SOLEIIIa","2007","cytb",39,590,0.825,0.051,0.0061,0.00059
"1159","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08f",51.3538888888889,2.74583333333333,"SOLENS","2008","cytb",52,590,0.853,0.044,0.0055,0.00051
"1160","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08j",51.3894444444444,3.16694444444444,"SOLENS","2008","cytb",27,590,0.84,0.059,0.0039,0.00075
"1161","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08s",51.3894444444444,3.16694444444444,"SOLENS","2008","cytb",45,590,0.782,0.065,0.0047,0.00067
"1162","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea GER07",54.52,7.88972222222222,"SOLENS","2007","cytb",31,590,0.815,0.066,0.0044,0.00081
"1163","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea NOR08",53.0194444444444,1.56722222222222,"SOLENS","2008","cytb",23,590,0.806,0.079,0.0055,8e-04
"1164","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea THA07j",51.4722222222222,1.33333333333333,"SOLENS","2007","cytb",17,590,0.875,0.09,0.0036,0.00085
"1165","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea THA08",51.4722222222222,1.33333333333333,"SOLENS","2008","cytb",57,590,0.751,0.06,0.0043,0.00062
"1166","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Scheldt estuary ZAN07",51.3972222222222,4.11638888888889,"SOLENS","2007","cytb",30,590,0.871,0.051,0.0049,0.00077
"1167","Solea solea","Sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Wadden Sea TEX07",52.9666666666667,4.085,"SOLENS","2007","cytb",48,590,0.795,0.056,0.0045,0.00062
"1168","Sparus aurata","Gilthead sea bream","Coscia et al. 2012 Heredity 108:537-546","France","France",47,2,NA,"2007","control region",20,494,0.742,NA,0.0024,NA
"1169","Sparus aurata","Gilthead sea bream","Coscia et al. 2012 Heredity 108:537-546","Ireland","Ireland",53,-8,NA,"2007","control region",16,494,0.8,NA,0.0026,NA
"1170","Sparus aurata","Gilthead sea bream","Coscia et al. 2012 Heredity 108:537-546","Portugal","Portugal",38.1166666666667,-8.98111111111111,NA,"2007","control region",20,494,0.668,NA,0.00181,NA
"1171","Sparus aurata","Gilthead sea bream","Coscia et al. 2012 Heredity 108:537-546","Spain","Spain",40.0675,-2.88333333333333,NA,"2007","control region",20,494,0.647,NA,0.00176,NA
"1172","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","CLM",7.15,134.35,NA,"","control region",30,824,0.067,0.011137025,0.008,0.00346891
"1173","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","CMR",7.5,134.49,NA,"","control region",24,824,0.815,0.008981462,0.198,0.02755676
"1174","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","JFL",7.15,134.3,NA,"","control region",26,824,0.219,0.020199962,0.063,0.011963084
"1175","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","JFOS",7.16,134.37,NA,"","control region",25,824,0.423,0.0238,0.103,0.0168
"1176","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","NLK",7.31,134.49,NA,"","control region",26,824,0.465,0.016865988,0.113,0.017454336
"1177","Sphaeramia orbicularis","Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","PPE",7.05,134.26,NA,"","control region",26,824,0.526,0.023141704,0.147,0.021180543
"1178","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Australia","Broome",-16.8483333333333,122.034166666667,NA,"","cytb",11,629,1,0.272,0.0032,0.003
"1179","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Australia","Great Barrier Reef",-17.9644444444444,147.116666666667,NA,"","cytb",6,629,0.8,0.172,0.0027,0.002
"1180","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Bahamas","Bimini",25.1175,-78.9652777777778,NA,"","cytb",52,629,0.77,0.034,0.006,0.0034
"1181","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Cameroon","East Atlantic",3.135,11.0836111111111,NA,"","cytb",23,629,0,0,0,0
"1182","Sphyraena barracuda","Great Barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Guam","Mariana Islands",17,146,NA,"","cytb",26,629,0.52,0.114,0.0027,0.0018
